ins,model,time,groundsize
instrect4000_41_2,0,32.844,50525
instrect4535_65_2,0,72.054,57241
instrect4708_39_1,0,69.298,59497
instrect4708_39_2,0,40.924,59497
instrect4781_68_0,0,58.981,60351
instrect4892_46_2,0,59.113,61838
instrectL1412_10_16,1+,12.671,2231
instrectL1412_10_35,1+,11.571,2230
instrectL1412_12_11,1+,28.829,2226
instrectL1412_12_15,1+,18.415,2226
instrectL1412_12_16,1+,3.296,2225
instrectL1412_12_24,1+,32.509,2226
instrectL1412_12_8,1+,20.481,2227
instrectL1412_14_1,1+,51.153,2222
instrectL1412_14_10,1+,56.696,2221
instrectL1412_14_27,1+,2.921,2222
instrectL1412_14_28,1+,4.868,2223
instrectL1412_14_3,1+,7.417,2222
instrectL1412_14_32,1+,3.485,2222
instrectL1412_14_8,1+,6.792,2223
instrectL1412_16_19,1+,3.341,2219
instrectL1412_16_20,1+,5.815,2219
instrectL1412_16_27,1+,66.742,2218
instrectL1412_16_30,1+,79.920,2218
instrectL1412_16_32,1+,12.417,2218
instrectL1412_16_35,1+,4.683,2217
instrectL1412_16_38,1+,5.672,2218
instrectL1412_16_5,1+,2.879,2217
instrectL1412_18_33,1+,22.619,2214
instrectL1412_18_37,1+,1.094,2214
instrectL1412_2_0,1+,7.191,2247
instrectL1412_20_19,1+,20.115,2210
instrectL1412_20_23,1+,5.138,2209
instrectL1412_20_26,1+,5.256,2209
instrectL1412_20_27,1+,1.666,2211
instrectL1412_20_30,1+,6.145,2211
instrectL1412_20_35,1+,0.200,2211
instrectL1412_20_5,1+,2.432,2210
instrectL1412_2_12,1+,4.916,2247
instrectL1412_2_13,1+,2.653,2247
instrectL1412_2_17,1+,12.423,2247
instrectL1412_22_12,1+,19.048,2207
instrectL1412_22_24,1+,37.788,2206
instrectL1412_22_29,1+,13.378,2206
instrectL1412_22_30,1+,23.125,2207
instrectL1412_2_25,1+,2.194,2247
instrectL1412_22_5,1+,45.478,2207
instrectL1412_2_37,1+,2.946,2247
instrectL1412_24_11,1+,16.784,2200
instrectL1412_24_37,1+,1.572,2203
instrectL1412_26_6,1+,5.570,2198
instrectL1412_28_19,1+,16.647,2190
instrectL1412_28_25,1+,2.557,2194
instrectL1412_28_27,1+,17.506,2192
instrectL1412_28_30,1+,3.132,2192
instrectL1412_28_31,1+,7.415,2193
instrectL1412_30_13,1+,9.002,2189
instrectL1412_30_16,1+,22.527,2190
instrectL1412_30_3,1+,0.804,2190
instrectL1412_30_30,1+,2.549,2190
instrectL1412_32_15,1+,3.632,2184
instrectL1412_32_25,1+,84.207,2187
instrectL1412_32_3,1+,9.582,2186
instrectL1412_32_30,1+,41.481,2187
instrectL1412_34_26,1+,1.288,2182
instrectL1412_36_16,1+,6.340,2178
instrectL1412_36_23,1+,16.934,2177
instrectL1412_38_13,1+,3.493,2173
instrectL1412_38_36,1+,3.206,2173
instrectL1412_4_12,1+,1.908,2243
instrectL1412_4_19,1+,1.181,2243
instrectL1412_42_30,1+,9.304,2166
instrectL1412_48_24,0+,199.995,2149
instrectL1412_4_9,1+,6.029,2243
instrectL1412_52_32,0+,199.995,2143
instrectL1412_58_12,0+,199.995,2130
instrectL1412_58_20,0+,199.995,2131
instrectL1412_58_36,0+,199.995,2132
instrectL1412_6_11,1+,11.544,2239
instrectL1412_6_17,1+,5.663,2239
instrectL1412_6_18,1+,7.654,2239
instrectL1412_6_23,1+,3.486,2239
instrectL1412_62_30,0+,199.995,2125
instrectL1412_6_32,1+,6.005,2239
instrectL1412_6_35,1+,2.917,2239
instrectL1412_6_36,1+,19.660,2239
instrectL1412_6_4,1+,3.435,2239
instrectL1412_64_33,0,79.572,2117
instrectL1412_6_5,1+,1.268,2239
instrectL1412_6_6,1+,1.613,2239
instrectL1412_66_22,0,153.826,2114
instrectL1412_66_9,0+,199.995,2116
instrectL1412_68_15,0,172.173,2110
instrectL1412_68_27,0+,199.995,2112
instrectL1412_72_8,0+,199.995,2099
instrectL1412_8_0,1+,20.481,2235
instrectL1412_8_19,1+,13.231,2235
instrectL1412_8_21,1+,0.904,2235
instrectL1412_8_23,1+,9.098,2235
instrectL1412_8_37,1+,20.412,2234
instrectL1412_8_6,1+,9.065,2235
instrectL4_0_0,1+,17.453,2579
instrectL4_0_4,1+,17.331,2579
instrectL4_0_5,1+,17.277,2579
instrectL4_0_7,1+,17.252,2579
instrectL4_0_9,1+,17.257,2579
instrectL4_1_0,1+,13.824,2353
instrectL4_10_8,1+,39.455,2559
instrectL4_11_0,0+,199.994,2331
instrectL4_1_11,1+,2.238,2353
instrectL4_11_1,1+,12.902,2333
instrectL4_11_10,1+,5.214,2333
instrectL4_11_16,1+,44.070,2332
instrectL4_11_18,1+,23.339,2333
instrectL4_11_2,1+,37.720,2333
instrectL4_1_15,1+,13.955,2353
instrectL4_11_5,1+,6.941,2333
instrectL4_1_16,1+,6.348,2353
instrectL4_1_17,1+,5.059,2353
instrectL4_1_19,1+,5.926,2353
instrectL4_11_9,1+,3.242,2332
instrectL4_1_2,1+,25.045,2353
instrectL4_12_6,0+,199.994,2554
instrectL4_1_3,1+,5.171,2353
instrectL4_1_4,1+,2.149,2353
instrectL4_14_5,1+,42.620,2551
instrectL4_14_8,1+,3.289,2551
instrectL4_14_9,1+,3.483,2550
instrectL4_1_6,1+,22.067,2353
instrectL4_16_1,1+,35.103,2547
instrectL4_16_4,1+,31.056,2547
instrectL4_16_6,1+,15.294,2547
instrectL4_16_8,1+,180.211,2547
instrectL4_1_7,1+,4.460,2353
instrectL4_1_8,1+,18.708,2353
instrectL4_18_4,1+,32.199,2543
instrectL4_18_8,1+,22.235,2543
instrectL4_20_4,1+,5.202,2539
instrectL4_20_5,1+,57.972,2539
instrectL4_20_6,1+,13.917,2539
instrectL4_2_1,1+,20.652,2575
instrectL4_21_10,1+,17.667,2311
instrectL4_21_11,1+,7.168,2313
instrectL4_21_18,1+,17.946,2312
instrectL4_21_2,1+,6.855,2313
instrectL4_21_5,1+,18.593,2312
instrectL4_21_7,1+,2.139,2313
instrectL4_21_8,1+,38.887,2312
instrectL4_2_2,1+,6.934,2575
instrectL4_22_0,1+,14.067,2535
instrectL4_2_3,1+,15.420,2575
instrectL4_24_7,1+,16.103,2530
instrectL4_24_8,1+,62.951,2530
instrectL4_26_2,1+,58.018,2526
instrectL4_26_3,1+,38.394,2524
instrectL4_26_5,1+,17.367,2524
instrectL4_2_8,1+,11.494,2575
instrectL4_28_7,1+,41.254,2523
instrectL4_28_9,1+,106.866,2523
instrectL4_30_0,1+,19.761,2516
instrectL4_30_2,0+,199.995,2519
instrectL4_31_0,1+,18.059,2291
instrectL4_31_16,1+,5.949,2293
instrectL4_31_7,1+,100.628,2292
instrectL4_31_8,1+,3.551,2291
instrectL4_32_3,0+,199.995,2514
instrectL4_32_4,1+,25.791,2514
instrectL4_32_7,1+,25.882,2514
instrectL4_34_0,1+,20.768,2508
instrectL4_34_3,1+,24.231,2509
instrectL4_34_4,1+,21.240,2510
instrectL4_34_8,1+,3.716,2510
instrectL4_34_9,1+,18.948,2510
instrectL4_36_5,1+,5.196,2506
instrectL4_36_8,1+,2.796,2505
instrectL4_38_0,1+,39.601,2501
instrectL4_38_4,0+,199.995,2503
instrectL4_38_6,0+,199.995,2501
instrectL4_38_7,1+,57.832,2501
instrectL4_38_8,1+,27.673,2502
instrectL4_40_0,1+,9.306,2499
instrectL4_40_7,1+,100.873,2497
instrectL4_40_8,1+,27.620,2499
instrectL4_41_0,0,0.002,2267
instrectL4_41_1,0,0.002,2267
instrectL4_41_5,1+,1.223,2270
instrectL4_42_0,1+,22.644,2492
instrectL4_44_0,1+,16.635,2491
instrectL4_4_5,1+,122.262,2571
instrectL4_4_6,1+,37.751,2571
instrectL4_4_7,1+,13.615,2571
instrectL4_4_8,1+,27.696,2571
instrectL4_48_5,1+,56.715,2480
instrectL4_48_9,1+,27.198,2480
instrectL4_50_8,1+,38.152,2478
instrectL4_60_7,0+,199.995,2453
instrectL4_60_9,1+,6.553,2456
instrectL4_6_1,1+,15.205,2566
instrectL4_61_0,0+,199.995,2232
instrectL4_61_13,0,67.949,2226
instrectL4_61_4,0,81.094,2229
instrectL4_62_2,0+,199.992,2449
instrectL4_71_12,0,88.302,2207
instrectL4_71_2,0,75.203,2202
instsquare12_13_17,1+,0.720,1896
instsquare12_16_10,1+,0.061,1890
instsquare12_16_4,1+,5.265,1891
insttri200_101_10,1+,7.930,2951
insttri200_101_7,1+,19.765,2949
insttri200_101_8,1+,13.848,2948
insttri200_1_1,1+,34.177,3193
insttri200_111_3,1+,33.796,2930
insttri200_11_5,1+,41.850,3131
insttri200_1_2,1+,7.128,3193
insttri200_121_3,0+,199.994,2910
insttri200_121_5,0+,199.994,2910
insttri200_131_10,0+,199.994,2888
insttri200_131_4,0+,199.973,2891
insttri200_131_6,1+,0.343,2890
insttri200_141_3,0+,199.993,2869
insttri200_141_6,0+,199.947,2868
insttri200_141_7,0+,199.926,2867
insttri200_151_5,0+,199.990,2849
insttri200_161_1,0+,199.995,2829
insttri200_161_5,0+,199.997,2829
insttri200_17_1,0+,199.995,3161
insttri200_171_6,0+,199.988,2810
insttri200_17_2,1+,3.962,3161
insttri200_1_9,1+,2.085,3151
insttri200_21_7,1+,16.045,3111
insttri200_221_2,0+,199.987,2705
insttri200_25_1,1+,74.470,3144
insttri200_25_2,1+,14.279,3145
insttri200_31_10,1+,54.637,3091
insttri200_31_8,1+,10.452,3091
insttri200_33_1,1+,45.682,3128
insttri200_41_1,1+,6.384,3111
insttri200_41_2,1+,4.688,3113
insttri200_41_3,1+,0.453,3071
insttri200_49_1,1+,39.108,3097
insttri200_49_2,0+,199.989,3096
insttri200_51_1,1+,0.810,3049
insttri200_51_10,0+,199.989,3051
insttri200_51_5,1+,48.669,3051
insttri200_51_6,1+,27.137,3051
insttri200_51_9,1+,22.948,3051
insttri200_57_1,1+,18.031,3079
insttri200_57_2,1+,9.655,3079
insttri200_61_10,1+,2.806,3031
insttri200_65_1,1+,128.165,3065
insttri200_65_2,1+,1.564,3065
insttri200_71_10,0+,199.989,3011
insttri200_71_3,0+,199.991,3011
insttri200_73_1,1+,46.395,3047
insttri200_73_2,1+,8.315,3049
insttri200_81_1,1+,35.719,3032
insttri200_81_10,1+,7.085,2991
insttri200_81_2,0+,199.967,3032
insttri200_81_8,0+,199.995,2989
insttri200_81_9,0+,199.995,2991
insttri200_89_1,0+,199.995,3015
insttri200_9_1,0+,199.950,3177
insttri200_91_5,1+,0.600,2968
insttri200_91_6,0+,199.992,2971
insttri200_9_2,1+,5.896,3177
insttri2010_141_0,0+,199.972,3859
insttri2010_181_6,1+,19.754,3778
insttri2010_191_7,0+,199.988,3759
insttri2010_191_9,0+,199.995,3758
insttri2010_271_2,0+,199.989,3597
insttri2010_291_0,0+,199.991,3559
insttri2010_301_4,0+,199.990,3536
insttri2010_51_5,0+,199.989,4039
insttri240_1_1,0+,199.975,3907
insttri240_1_2,0+,199.990,3907
insttri240_17_1,0+,199.990,3874
insttri240_17_2,0+,199.992,3875
insttri240_25_1,0+,199.993,3859
insttri240_25_2,0+,199.983,3859
insttri240_33_1,1+,98.651,3843
insttri240_33_2,1+,136.681,3843
insttri240_41_2,0+,199.988,3827
insttri240_49_1,1+,87.008,3811
insttri240_49_2,0+,199.995,3810
insttri240_57_1,0+,199.993,3795
insttri240_57_2,0+,199.990,3794
insttri240_65_1,0+,199.946,3779
insttri240_65_2,1+,16.517,3778
insttri240_73_1,1+,45.330,3763
insttri240_73_2,0+,199.974,3763
insttri240_81_1,0+,199.953,3747
insttri240_81_2,0+,199.988,3746
insttri240_89_1,0+,199.993,3729
insttri240_89_2,0+,199.989,3730
insttri240_9_1,1+,138.123,3891
insttri240_9_2,0+,199.993,3891
insttri280_1_1,0+,199.984,4693
insttri280_1_2,0+,199.953,4693
insttri280_17_1,0+,199.988,4661
insttri280_17_2,0+,199.994,4660
insttri280_25_1,0+,199.937,4645
insttri280_25_2,0+,199.989,4645
insttri280_33_1,0+,199.988,4629
insttri280_33_2,0+,199.987,4628
insttri280_41_1,0+,199.969,4613
insttri280_41_2,0+,199.986,4613
insttri280_49_1,0+,199.994,4597
insttri280_49_2,0+,199.994,4597
insttri280_57_1,0+,199.981,4581
insttri280_57_2,0+,199.990,4581
insttri280_65_1,0+,199.988,4563
insttri280_65_2,0+,199.993,4563
insttri280_73_1,0+,199.988,4548
insttri280_73_2,0+,199.995,4548
insttri280_81_1,0+,199.994,4533
insttri280_81_2,0+,199.994,4533
insttri280_89_1,0+,199.994,4516
insttri280_89_2,0+,199.985,4517
insttri280_9_1,0+,199.987,4677
insttri280_9_2,0+,199.959,4677
insttri3010_301_0,0+,199.975,5257
insttri3010_301_2,0+,199.985,5256
insttri3010_301_3,0+,199.983,5257
insttri3010_301_5,0+,199.987,5255
insttri3010_301_6,0+,199.994,5257
insttri3010_301_7,0+,199.985,5251
insttri3010_301_8,0+,199.937,5251
insttri3010_311_0,0+,199.971,5236
insttri3010_311_3,0+,199.987,5238
insttri3010_311_4,0+,199.966,5235
insttri3010_311_7,0+,199.943,5233
insttri3010_311_8,0+,199.979,5236
insttri320_1_1,0+,199.987,5113
insttri320_1_2,0+,199.961,5113
insttri320_17_1,0+,199.988,5081
insttri320_17_2,0+,199.987,5081
insttri320_25_1,0+,199.966,5063
insttri320_25_2,0+,199.994,5065
insttri320_33_1,0+,199.986,5049
insttri320_33_2,0+,199.973,5048
insttri320_41_1,0+,199.958,5033
insttri320_41_2,0+,199.953,5033
insttri320_49_1,0+,199.993,5017
insttri320_49_2,0+,199.987,5017
insttri320_57_1,0+,199.973,5001
insttri320_57_2,0+,199.964,5000
insttri320_65_1,0+,199.987,4985
insttri320_65_2,0+,199.988,4985
insttri320_73_1,0+,199.987,4968
insttri320_73_2,0+,199.987,4969
insttri320_81_1,0+,199.987,4953
insttri320_81_2,0+,199.987,4952
insttri320_89_1,0+,199.951,4937
insttri320_89_2,0+,199.987,4937
insttri320_9_1,0+,199.983,5097
insttri320_9_2,0+,199.986,5097
insttri360_1_1,0+,199.986,6007
insttri360_1_2,0+,199.986,6007
insttri360_17_1,0+,199.989,5975
insttri360_17_2,0+,199.984,5975
insttri360_25_1,0+,199.986,5959
insttri360_25_2,0+,199.982,5959
insttri360_33_1,0+,199.977,5943
insttri360_33_2,0+,199.953,5943
insttri360_41_1,0+,199.959,5927
insttri360_41_2,0+,199.983,5927
insttri360_49_1,0+,199.985,5911
insttri360_49_2,0+,199.994,5909
insttri360_57_1,0+,199.980,5895
insttri360_57_2,0+,199.985,5894
insttri360_65_1,0+,199.983,5879
insttri360_65_2,0+,199.987,5879
insttri360_73_1,0+,199.938,5863
insttri360_73_2,0+,199.986,5863
insttri360_81_1,0+,199.994,5847
insttri360_81_2,0+,199.994,5847
insttri360_89_1,0+,199.994,5829
insttri360_89_2,0+,199.943,5831
insttri360_9_1,0+,199.970,5991
insttri360_9_2,0+,199.960,5991
insttri400_1_1,0+,199.986,6481
insttri400_1_2,0+,199.936,6481
insttri400_17_1,0+,199.986,6449
insttri400_17_2,0+,199.954,6449
insttri400_25_1,0+,199.993,6433
insttri400_25_2,0+,199.984,6433
insttri400_33_1,0+,199.992,6417
insttri400_33_2,0+,199.985,6417
insttri400_41_1,0+,199.986,6401
insttri400_41_2,0+,199.971,6400
insttri400_49_1,0+,199.979,6385
insttri400_49_2,0+,199.984,6385
insttri400_57_1,0+,199.978,6369
insttri400_57_2,0+,199.982,6369
insttri400_65_1,0+,199.935,6353
insttri400_65_2,0+,199.972,6351
insttri400_73_1,0+,199.972,6337
insttri400_73_2,0+,199.985,6337
insttri400_81_1,0+,199.980,6320
insttri400_81_2,0+,199.935,6321
insttri400_89_1,0+,199.985,6303
insttri400_89_2,0+,199.985,6303
insttri400_9_1,0+,199.986,6464
insttri400_9_2,0+,199.993,6465
insttrapezioid_25_15_105_4.csv,0+,199.989,8059
insttrapezioid_25_15_120_3.csv,0+,199.988,8032
insttrapezioid_25_15_165_4.csv,0+,199.986,7941
insttrapezioid_25_15_170_2.csv,0+,199.992,7930
insttrapezioid_30_10_110_0.csv,0+,199.992,5641
insttrapezioid_30_10_115_3.csv,0+,199.990,5632
insttrapezioid_30_10_130_2.csv,0+,199.994,5602
insttrapezioid_30_10_140_0.csv,0+,199.994,5581
insttrapezioid_30_10_150_4.csv,0+,199.991,5562
insttrapezioid_30_10_155_1.csv,0+,199.991,5551
insttrapezioid_30_10_155_4.csv,0+,199.994,5551
insttrapezioid_30_10_160_4.csv,0+,199.994,5541
insttrapezioid_30_10_170_4.csv,0+,199.994,5522
insttrapezioid_30_10_175_2.csv,0+,199.993,5511
insttrapezioid_30_10_180_2.csv,0+,199.993,5501
insttrapezioid_30_10_180_3.csv,0+,199.990,5500
insttrapezioid_30_10_185_2.csv,0+,199.993,5491
insttrapezioid_30_10_80_3.csv,0+,199.991,5701
insttrapezioid_30_10_85_0.csv,0+,199.993,5692
insttrapezioid_30_10_85_2.csv,0+,199.994,5692
insttrapezioid_30_10_95_1.csv,0+,199.993,5672
insttrapezioid_20_15_100_2.csv,0+,199.990,6762
insttrapezioid_20_15_105_1.csv,0+,199.990,6752
insttrapezioid_20_15_105_2.csv,0+,199.990,6751
insttrapezioid_20_15_105_3.csv,0+,199.991,6752
insttrapezioid_20_15_110_1.csv,0+,199.990,6742
insttrapezioid_20_15_110_2.csv,0+,199.990,6742
insttrapezioid_20_15_125_2.csv,0+,199.991,6712
insttrapezioid_20_15_135_0.csv,0+,199.990,6692
insttrapezioid_20_15_140_2.csv,0+,199.991,6681
insttrapezioid_20_15_145_0.csv,0+,199.991,6671
insttrapezioid_20_15_155_3.csv,0+,199.991,6651
insttrapezioid_20_15_160_2.csv,0+,199.991,6641
insttrapezioid_20_15_80_3.csv,0+,199.991,6802
instrectSubFourTwo5_1_0,1+,24.376,2401
instrectSubFourTwo5_10_11,1+,148.350,2383
instrectSubFourTwo5_10_14,1+,9.034,2383
instrectSubFourTwo5_10_15,0+,199.995,2382
instrectSubFourTwo5_10_17,0+,199.995,2383
instrectSubFourTwo5_10_5,1+,57.265,2383
instrectSubFourTwo5_11_11,0+,199.995,2381
instrectSubFourTwo5_11_17,1+,6.447,2381
instrectSubFourTwo5_1_19,1+,8.112,2401
instrectSubFourTwo5_12_0,1+,0.818,2379
instrectSubFourTwo5_12_1,1+,57.292,2378
instrectSubFourTwo5_12_11,1+,10.993,2379
instrectSubFourTwo5_12_15,1+,3.668,2378
instrectSubFourTwo5_12_16,0+,199.994,2379
instrectSubFourTwo5_12_17,1+,42.318,2379
instrectSubFourTwo5_12_18,1+,2.569,2379
instrectSubFourTwo5_12_19,1+,11.318,2379
instrectSubFourTwo5_12_3,1+,193.951,2378
instrectSubFourTwo5_14_0,1+,9.070,2374
instrectSubFourTwo5_14_13,0+,199.994,2375
instrectSubFourTwo5_16_0,0+,199.994,2370
instrectSubFourTwo5_16_1,1+,49.712,2371
instrectSubFourTwo5_16_19,1+,5.184,2371
instrectSubFourTwo5_16_2,1+,7.074,2368
instrectSubFourTwo5_16_4,1+,6.776,2371
instrectSubFourTwo5_16_5,1+,2.244,2370
instrectSubFourTwo5_16_7,1+,13.742,2371
instrectSubFourTwo5_1_7,1+,1.882,2401
instrectSubFourTwo5_18_10,1+,6.245,2367
instrectSubFourTwo5_18_11,1+,27.961,2366
instrectSubFourTwo5_20_14,1+,1.176,2360
instrectSubFourTwo5_20_15,1+,68.716,2363
instrectSubFourTwo5_20_6,1+,2.894,2363
instrectSubFourTwo5_20_7,1+,24.026,2363
instrectSubFourTwo5_20_9,1+,116.471,2362
instrectSubFourTwo5_2_10,1+,2.529,2399
instrectSubFourTwo5_21_0,1+,21.385,2360
instrectSubFourTwo5_2_11,1+,14.210,2399
instrectSubFourTwo5_21_16,1+,4.117,2360
instrectSubFourTwo5_21_17,1+,179.419,2360
instrectSubFourTwo5_21_19,1+,193.237,2360
instrectSubFourTwo5_2_12,1+,9.317,2399
instrectSubFourTwo5_2_13,1+,128.556,2399
instrectSubFourTwo5_2_15,1+,61.574,2399
instrectSubFourTwo5_21_9,1+,13.755,2361
instrectSubFourTwo5_22_14,1+,9.902,2359
instrectSubFourTwo5_22_16,1+,95.421,2358
instrectSubFourTwo5_22_19,1+,169.237,2357
instrectSubFourTwo5_22_2,1+,3.064,2359
instrectSubFourTwo5_22_7,1+,7.169,2358
instrectSubFourTwo5_2_3,1+,71.211,2399
instrectSubFourTwo5_24_10,1+,3.451,2354
instrectSubFourTwo5_24_16,1+,131.578,2353
instrectSubFourTwo5_24_7,1+,19.978,2354
instrectSubFourTwo5_24_8,1+,4.170,2354
instrectSubFourTwo5_24_9,1+,5.591,2354
instrectSubFourTwo5_2_6,1+,7.369,2399
instrectSubFourTwo5_26_10,1+,0.497,2350
instrectSubFourTwo5_26_13,1+,26.019,2350
instrectSubFourTwo5_26_3,1+,17.195,2350
instrectSubFourTwo5_26_7,1+,33.199,2349
instrectSubFourTwo5_28_4,1+,17.871,2346
instrectSubFourTwo5_2_9,1+,5.458,2399
instrectSubFourTwo5_30_12,1+,9.791,2341
instrectSubFourTwo5_30_17,1+,2.633,2343
instrectSubFourTwo5_30_4,1+,17.510,2342
instrectSubFourTwo5_30_7,1+,49.360,2342
instrectSubFourTwo5_31_15,1+,20.528,2340
instrectSubFourTwo5_31_16,1+,0.378,2339
instrectSubFourTwo5_32_17,1+,1.098,2338
instrectSubFourTwo5_34_0,1+,27.004,2334
instrectSubFourTwo5_34_11,1+,3.658,2335
instrectSubFourTwo5_34_19,1+,8.004,2334
instrectSubFourTwo5_36_5,1+,25.263,2328
instrectSubFourTwo5_38_17,1+,1.567,2325
instrectSubFourTwo5_38_2,1+,18.311,2326
instrectSubFourTwo5_4_11,1+,6.098,2395
instrectSubFourTwo5_41_13,1+,13.071,2319
instrectSubFourTwo5_4_12,1+,28.785,2394
instrectSubFourTwo5_4_13,1+,22.346,2395
instrectSubFourTwo5_4_14,1+,9.254,2395
instrectSubFourTwo5_4_17,1+,189.869,2395
instrectSubFourTwo5_4_6,1+,10.673,2395
instrectSubFourTwo5_4_7,1+,6.059,2395
instrectSubFourTwo5_4_9,1+,3.627,2395
instrectSubFourTwo5_51_1,0,68.772,2297
instrectSubFourTwo5_51_5,0+,199.993,2296
instrectSubFourTwo5_6_0,1+,23.653,2390
instrectSubFourTwo5_6_12,1+,23.386,2391
instrectSubFourTwo5_61_5,0+,199.994,2273
instrectSubFourTwo5_6_17,1+,48.670,2391
instrectSubFourTwo5_6_6,1+,20.869,2391
instrectSubFourTwo5_6_7,1+,30.323,2391
instrectSubFourTwo5_6_8,1+,14.784,2391
instrectSubFourTwo5_6_9,1+,165.168,2391
instrectSubFourTwo5_8_0,0+,199.993,2386
instrectSubFourTwo5_8_15,1+,40.048,2387
instrectSubFourTwo5_8_16,1+,163.950,2386
instrectSubFourTwo5_8_17,1+,3.647,2385
instrectSubFourTwo5_8_18,1+,3.649,2387
instrectSubFourTwo5_8_4,1+,18.367,2387
instrectSubFourTwo5_8_5,1+,30.322,2387
instrectSubFourTwo5_8_6,1+,8.080,2387
insttrisub300_190_13,0+,199.993,4692
insttrisub300_190_14,0+,199.993,4691
insttrisub300_190_19,0+,199.992,4693
insttrisub300_192_14,0+,199.993,4689
insttrisub300_192_17,0+,199.993,4688
insttrisub300_192_18,0+,199.993,4688
insttrisub300_192_2,0+,199.993,4689
insttrisub300_192_20,0+,199.993,4686
insttrisub300_192_8,0+,199.992,4687
insttrisub300_194_1,0+,199.993,4685
insttrisub300_194_10,0+,199.993,4683
insttrisub300_194_16,0+,199.993,4685
insttrisub300_196_12,0+,199.993,4680
insttrisub300_196_15,0+,199.993,4679
insttrisub300_196_17,0+,199.993,4679
insttrisub300_198_15,0+,199.993,4677
insttrisub300_198_20,0+,199.993,4676
insttrisub300_200_2,0+,199.991,4672
insttrisub300_200_4,0+,199.993,4671
insttrisub300_200_7,0+,199.993,4670
insttrisub300_201_2,0+,199.993,4669
insttrisub300_202_3,0+,199.993,4669
insttrisub300_204_17,0+,199.993,4664
insttrisub300_204_18,0+,199.991,4662
insttrisub300_204_3,0+,199.993,4662
insttrisub300_204_7,0+,199.992,4664
insttrisub300_204_9,0+,199.992,4663
insttrisub300_206_14,0+,199.992,4659
insttrisub300_208_11,0+,199.993,4656
insttrisub300_208_18,0+,199.993,4655
insttrisub300_208_4,0+,199.993,4655
insttrisub300_211_2,0+,199.992,4651
insttrisub300_214_19,0+,199.992,4644
insttrisub300_214_7,0+,199.993,4643
insttrisub300_216_3,1+,56.682,4639
insttrisub300_218_11,0+,199.990,4633
insttrisub300_218_13,0+,199.992,4634
insttrisub300_220_10,0+,199.993,4631
insttrisub300_220_12,0+,199.993,4630
insttrisub300_220_16,0+,199.992,4631
insttrisub300_220_17,0+,199.993,4633
insttrisub300_221_1,0+,199.993,4622
insttrisub300_221_2,0+,199.993,4629
insttrisub300_221_3,0+,199.992,4628
insttrisub300_224_11,0+,199.991,4623
insttrisub300_224_20,0+,199.992,4625
insttrisub300_224_6,0+,199.993,4624
insttrisub300_226_18,0+,199.993,4618
insttrisub300_226_19,0+,199.992,4619
insttrisub300_226_5,0+,199.992,4615
insttrisub300_228_3,0+,199.993,4615
insttrisub300_228_4,0+,199.993,4617
insttrisub300_228_7,0+,199.992,4611
insttrisub300_230_4,0+,199.992,4610
insttrisub300_231_1,0+,199.992,4605
